workerid,proliferate.condition,block_number,expected_rating,item_number,length,list_number,prolific_id,response,sentence_text,stru_type,trial_sequence_total,type,unique_id,error
3194,List 3,4,7,9712,,3,,7,Brittany attempted to touch the porcupine.,,52,filler,9712,
3194,List 3,4,,5,long,3,,7,What did the manager hear that the assistant copied?,nonisl,53,test,53,
3194,List 3,4,5,9512,,3,,7,They all have finished and they have all done so efficiently.,,54,filler,9512,
3194,List 3,4,1,9112,,3,,1,The money was stolen the money.,,55,filler,9112,
3194,List 3,4,3,9312,,3,,7,William planned himself to write a novel.,,56,filler,9312,
3194,List 3,4,,6,long,3,,2,What did the detective hear the rumor that the suspect stole?,isl,57,test,64,
3194,List 3,4,3,9322,,3,,7,Next week seems that Juan will be in town.,,58,filler,9322,
3194,List 3,4,1,9122,,3,,3,What was that the movers would break feared by the family?,,59,filler,9122,
3194,List 3,4,4,9412,,3,,6,"If Kelly might have time, she will do it.",,60,filler,9412,
3194,List 3,4,,7,short,3,,7,Who heard that the police intercepted the shipment?,nonisl,61,test,71,
3194,List 3,4,4,9422,,3,,7,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,62,filler,9422,
3194,List 3,4,2,9212,,3,,2,To the professor about my grade I talked.,,63,filler,9212,
3194,List 3,4,,8,short,3,,7,Who heard the rumor that the reporter plagiarized the article?,isl,64,test,82,
3194,List 3,4,7,9722,,3,,7,I like drinking milkshakes.,,65,filler,9722,
3194,List 3,,,,,,5d462cd2638dca0001daa57c,,,,,,,
3489,List 3,0,7,1007,,3,,6,She was the winner.,,1,practice,1007,
3489,List 3,0,1,1001,,3,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
3489,List 3,0,4,1004,,3,,6,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
3489,List 3,0,6,1006,,3,,6,The children were cared for by the adults and the teenagers.,,4,practice,1006,
3489,List 3,0,2,1002,,3,,1,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
3489,List 3,0,5,1005,,3,,6,All the men seem to have all eaten supper.,,6,practice,1005,
3489,List 3,0,3,1003,,3,,1,They consider a teacher of Chris geeky.,,7,practice,1003,
3489,List 3,0,7,1008,,3,,6,It seems to me that Robert can't be trusted.,,8,practice,1008,
3489,List 3,0,1,1009,,3,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
3489,List 3,1,5,9513,,3,,5,They all have helped and they have all done so generously.,,10,filler,9513,
3489,List 3,1,1,9123,,3,,2,Who was that Martians kidnapped believed by no one?,,11,filler,9123,
3489,List 3,1,,9,long,3,,4,What did the soldier hear that the general ordered?,nonisl,12,test,93,
3489,List 3,1,1,9113,,3,,2,The hedges were trimmed the hedges.,,13,filler,9113,
3489,List 3,1,,10,long,3,,2,What did the nurse hear the rumor that the doctor prescribed?,isl,14,test,104,
3489,List 3,1,3,9313,,3,,5,Linda remembered herself to pick-up the dry cleaning.,,15,filler,9313,
3489,List 3,1,4,9413,,3,,5,"If Grace probably passes the class, she will graduate on time.",,16,filler,9413,
3489,List 3,1,7,9713,,3,,6,Vivian attempted to write stories.,,17,filler,9713,
3489,List 3,1,,11,short,3,,5,Who heard that the babysitter washed the bottle?,nonisl,18,test,111,
3489,List 3,1,3,9323,,3,,6,Tomorrow seems that there will be a hurricane.,,19,filler,9323,
3489,List 3,1,2,9213,,3,,2,With the generals about a new approach the President talked.,,20,filler,9213,
3489,List 3,1,7,9723,,3,,5,I like taking vacations.,,21,filler,9723,
3489,List 3,1,,12,short,3,,6,Who heard the rumor that the politician ignored the recommendation?,isl,22,test,122,
3489,List 3,1,4,9423,,3,,6,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,23,filler,9423,
3489,List 3,2,7,9724,,3,,6,I hate missing work.,,24,filler,9724,
3489,List 3,2,3,9324,,3,,5,Next week appears that the strikers will be back to work.,,25,filler,9324,
3489,List 3,2,,13,long,3,,6,What did the prosecutor hear that the judge overruled?,nonisl,26,test,133,
3489,List 3,2,4,9424,,3,,5,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,27,filler,9424,
3489,List 3,2,2,9214,,3,,1,At your spouse on the phone you shouldn't yell.,,28,filler,9214,
3489,List 3,2,,14,long,3,,5,What did the carpenter hear the rumor that the architect modified?,isl,29,test,144,
3489,List 3,2,7,9714,,3,,5,Tommy attempted to take a picture.,,30,filler,9714,
3489,List 3,2,1,9114,,3,,6,Tommy was punished Tommy.,,31,filler,9114,
3489,List 3,2,4,9414,,3,,6,"If frankly you continue to argue, the boss will fire you.",,32,filler,9414,
3489,List 3,2,,15,short,3,,5,Who heard that the patient contracted the disease?,nonisl,33,test,151,
3489,List 3,2,3,9314,,3,,5,Patricia agreed herself to host the party.,,34,filler,9314,
3489,List 3,2,1,9124,,3,,6,Who is that the jail must release accepted by few citizens?,,35,filler,9124,
3489,List 3,2,,16,short,3,,5,Who heard the rumor that the customer ordered the drink?,isl,36,test,162,
3489,List 3,2,5,9514,,3,,5,They all have studied and they have all done so effectively.,,37,filler,9514,
3489,List 3,3,1,9111,,3,,1,John was kissed John.,,38,filler,9111,
3489,List 3,3,,1,long,3,,5,What did the waiter hear that the chef burned?,nonisl,39,test,13,
3489,List 3,3,5,9511,,3,,3,They all have left and they have all done so deliberately.,,40,filler,9511,
3489,List 3,3,2,9211,,3,,2,To the neighbors about the noise the old man complained.,,41,filler,9211,
3489,List 3,3,7,9711,,3,,5,Kerry attempted to study physics.,,42,filler,9711,
3489,List 3,3,,2,long,3,,2,What did the landlord hear the rumor that the tenant repainted?,isl,43,test,24,
3489,List 3,3,3,9321,,3,,2,Yesterday seemed that John left.,,44,filler,9321,
3489,List 3,3,1,9121,,3,,3,Who was that the principal would fire expected by the reporters?,,45,filler,9121,
3489,List 3,3,,3,short,3,,5,Who heard that the gymnast practiced the routine?,nonisl,46,test,31,
3489,List 3,3,3,9311,,3,,5,John tried himself to win.,,47,filler,9311,
3489,List 3,3,4,9421,,3,,5,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,48,filler,9421,
3489,List 3,3,,4,short,3,,6,Who heard the rumor that the student read the book?,isl,49,test,42,
3489,List 3,3,7,9721,,3,,6,I hate eating sushi.,,50,filler,9721,
3489,List 3,3,4,9411,,3,,4,"If frankly he's unable to cope, we'll have to replace him.",,51,filler,9411,
3489,List 3,4,7,9712,,3,,5,Brittany attempted to touch the porcupine.,,52,filler,9712,
3489,List 3,4,,5,long,3,,5,What did the manager hear that the assistant copied?,nonisl,53,test,53,
3489,List 3,4,5,9512,,3,,5,They all have finished and they have all done so efficiently.,,54,filler,9512,
3489,List 3,4,1,9112,,3,,2,The money was stolen the money.,,55,filler,9112,
3489,List 3,4,3,9312,,3,,5,William planned himself to write a novel.,,56,filler,9312,
3489,List 3,4,,6,long,3,,4,What did the detective hear the rumor that the suspect stole?,isl,57,test,64,
3489,List 3,4,3,9322,,3,,6,Next week seems that Juan will be in town.,,58,filler,9322,
3489,List 3,4,1,9122,,3,,2,What was that the movers would break feared by the family?,,59,filler,9122,
3489,List 3,4,4,9412,,3,,4,"If Kelly might have time, she will do it.",,60,filler,9412,
3489,List 3,4,,7,short,3,,6,Who heard that the police intercepted the shipment?,nonisl,61,test,71,
3489,List 3,4,4,9422,,3,,4,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,62,filler,9422,
3489,List 3,4,2,9212,,3,,2,To the professor about my grade I talked.,,63,filler,9212,
3489,List 3,4,,8,short,3,,5,Who heard the rumor that the reporter plagiarized the article?,isl,64,test,82,
3489,List 3,4,7,9722,,3,,7,I like drinking milkshakes.,,65,filler,9722,
3489,List 3,,,,,,66613916abcfcbe01b57b32a,,,,,,,
3306,List 3,0,7,1007,,3,,7,She was the winner.,,1,practice,1007,
3306,List 3,0,1,1001,,3,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
3306,List 3,0,4,1004,,3,,6,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
3306,List 3,0,6,1006,,3,,6,The children were cared for by the adults and the teenagers.,,4,practice,1006,
3306,List 3,0,2,1002,,3,,1,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
3306,List 3,0,5,1005,,3,,2,All the men seem to have all eaten supper.,,6,practice,1005,
3306,List 3,0,3,1003,,3,,5,They consider a teacher of Chris geeky.,,7,practice,1003,
3306,List 3,0,7,1008,,3,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
3306,List 3,0,1,1009,,3,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
3306,List 3,1,5,9513,,3,,5,They all have helped and they have all done so generously.,,10,filler,9513,
3306,List 3,1,1,9123,,3,,1,Who was that Martians kidnapped believed by no one?,,11,filler,9123,
3306,List 3,1,,9,long,3,,5,What did the soldier hear that the general ordered?,nonisl,12,test,93,
3306,List 3,1,1,9113,,3,,2,The hedges were trimmed the hedges.,,13,filler,9113,
3306,List 3,1,,10,long,3,,2,What did the nurse hear the rumor that the doctor prescribed?,isl,14,test,104,
3306,List 3,1,3,9313,,3,,5,Linda remembered herself to pick-up the dry cleaning.,,15,filler,9313,
3306,List 3,1,4,9413,,3,,6,"If Grace probably passes the class, she will graduate on time.",,16,filler,9413,
3306,List 3,1,7,9713,,3,,7,Vivian attempted to write stories.,,17,filler,9713,
3306,List 3,1,,11,short,3,,6,Who heard that the babysitter washed the bottle?,nonisl,18,test,111,
3306,List 3,1,3,9323,,3,,4,Tomorrow seems that there will be a hurricane.,,19,filler,9323,
3306,List 3,1,2,9213,,3,,2,With the generals about a new approach the President talked.,,20,filler,9213,
3306,List 3,1,7,9723,,3,,7,I like taking vacations.,,21,filler,9723,
3306,List 3,1,,12,short,3,,6,Who heard the rumor that the politician ignored the recommendation?,isl,22,test,122,
3306,List 3,1,4,9423,,3,,6,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,23,filler,9423,
3306,List 3,2,7,9724,,3,,7,I hate missing work.,,24,filler,9724,
3306,List 3,2,3,9324,,3,,5,Next week appears that the strikers will be back to work.,,25,filler,9324,
3306,List 3,2,,13,long,3,,6,What did the prosecutor hear that the judge overruled?,nonisl,26,test,133,
3306,List 3,2,4,9424,,3,,6,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,27,filler,9424,
3306,List 3,2,2,9214,,3,,4,At your spouse on the phone you shouldn't yell.,,28,filler,9214,
3306,List 3,2,,14,long,3,,3,What did the carpenter hear the rumor that the architect modified?,isl,29,test,144,
3306,List 3,2,7,9714,,3,,7,Tommy attempted to take a picture.,,30,filler,9714,
3306,List 3,2,1,9114,,3,,2,Tommy was punished Tommy.,,31,filler,9114,
3306,List 3,2,4,9414,,3,,5,"If frankly you continue to argue, the boss will fire you.",,32,filler,9414,
3306,List 3,2,,15,short,3,,6,Who heard that the patient contracted the disease?,nonisl,33,test,151,
3306,List 3,2,3,9314,,3,,5,Patricia agreed herself to host the party.,,34,filler,9314,
3306,List 3,2,1,9124,,3,,1,Who is that the jail must release accepted by few citizens?,,35,filler,9124,
3306,List 3,2,,16,short,3,,6,Who heard the rumor that the customer ordered the drink?,isl,36,test,162,
3306,List 3,2,5,9514,,3,,6,They all have studied and they have all done so effectively.,,37,filler,9514,
3306,List 3,3,1,9111,,3,,2,John was kissed John.,,38,filler,9111,
3306,List 3,3,,1,long,3,,6,What did the waiter hear that the chef burned?,nonisl,39,test,13,
3306,List 3,3,5,9511,,3,,7,They all have left and they have all done so deliberately.,,40,filler,9511,
3306,List 3,3,2,9211,,3,,4,To the neighbors about the noise the old man complained.,,41,filler,9211,
3306,List 3,3,7,9711,,3,,6,Kerry attempted to study physics.,,42,filler,9711,
3306,List 3,3,,2,long,3,,3,What did the landlord hear the rumor that the tenant repainted?,isl,43,test,24,
3306,List 3,3,3,9321,,3,,2,Yesterday seemed that John left.,,44,filler,9321,
3306,List 3,3,1,9121,,3,,2,Who was that the principal would fire expected by the reporters?,,45,filler,9121,
3306,List 3,3,,3,short,3,,7,Who heard that the gymnast practiced the routine?,nonisl,46,test,31,
3306,List 3,3,3,9311,,3,,5,John tried himself to win.,,47,filler,9311,
3306,List 3,3,4,9421,,3,,4,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,48,filler,9421,
3306,List 3,3,,4,short,3,,7,Who heard the rumor that the student read the book?,isl,49,test,42,
3306,List 3,3,7,9721,,3,,7,I hate eating sushi.,,50,filler,9721,
3306,List 3,3,4,9411,,3,,6,"If frankly he's unable to cope, we'll have to replace him.",,51,filler,9411,
3306,List 3,4,7,9712,,3,,7,Brittany attempted to touch the porcupine.,,52,filler,9712,
3306,List 3,4,,5,long,3,,5,What did the manager hear that the assistant copied?,nonisl,53,test,53,
3306,List 3,4,5,9512,,3,,7,They all have finished and they have all done so efficiently.,,54,filler,9512,
3306,List 3,4,1,9112,,3,,2,The money was stolen the money.,,55,filler,9112,
3306,List 3,4,3,9312,,3,,4,William planned himself to write a novel.,,56,filler,9312,
3306,List 3,4,,6,long,3,,4,What did the detective hear the rumor that the suspect stole?,isl,57,test,64,
3306,List 3,4,3,9322,,3,,6,Next week seems that Juan will be in town.,,58,filler,9322,
3306,List 3,4,1,9122,,3,,2,What was that the movers would break feared by the family?,,59,filler,9122,
3306,List 3,4,4,9412,,3,,5,"If Kelly might have time, she will do it.",,60,filler,9412,
3306,List 3,4,,7,short,3,,7,Who heard that the police intercepted the shipment?,nonisl,61,test,71,
3306,List 3,4,4,9422,,3,,5,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,62,filler,9422,
3306,List 3,4,2,9212,,3,,4,To the professor about my grade I talked.,,63,filler,9212,
3306,List 3,4,,8,short,3,,7,Who heard the rumor that the reporter plagiarized the article?,isl,64,test,82,
3306,List 3,4,7,9722,,3,,7,I like drinking milkshakes.,,65,filler,9722,
3306,List 3,,,,,,6671c8e48d5961a215e32650,,,,,,,
3266,List 3,0,7,1007,,3,,7,She was the winner.,,1,practice,1007,
3266,List 3,0,1,1001,,3,,5,"Promise to wash, Neal did the car.",,2,practice,1001,
3266,List 3,0,4,1004,,3,,1,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
3266,List 3,0,6,1006,,3,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
3266,List 3,0,2,1002,,3,,2,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
3266,List 3,0,5,1005,,3,,5,All the men seem to have all eaten supper.,,6,practice,1005,
3266,List 3,0,3,1003,,3,,5,They consider a teacher of Chris geeky.,,7,practice,1003,
3266,List 3,0,7,1008,,3,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
3266,List 3,0,1,1009,,3,,6,There might mice seem to be in the cupboard.,,9,practice,1009,
3266,List 3,1,5,9513,,3,,6,They all have helped and they have all done so generously.,,10,filler,9513,
3266,List 3,1,1,9123,,3,,3,Who was that Martians kidnapped believed by no one?,,11,filler,9123,
3266,List 3,1,,9,long,3,,5,What did the soldier hear that the general ordered?,nonisl,12,test,93,
3266,List 3,1,1,9113,,3,,2,The hedges were trimmed the hedges.,,13,filler,9113,
3266,List 3,1,,10,long,3,,1,What did the nurse hear the rumor that the doctor prescribed?,isl,14,test,104,
3266,List 3,1,3,9313,,3,,6,Linda remembered herself to pick-up the dry cleaning.,,15,filler,9313,
3266,List 3,1,4,9413,,3,,7,"If Grace probably passes the class, she will graduate on time.",,16,filler,9413,
3266,List 3,1,7,9713,,3,,7,Vivian attempted to write stories.,,17,filler,9713,
3266,List 3,1,,11,short,3,,6,Who heard that the babysitter washed the bottle?,nonisl,18,test,111,
3266,List 3,1,3,9323,,3,,5,Tomorrow seems that there will be a hurricane.,,19,filler,9323,
3266,List 3,1,2,9213,,3,,3,With the generals about a new approach the President talked.,,20,filler,9213,
3266,List 3,1,7,9723,,3,,7,I like taking vacations.,,21,filler,9723,
3266,List 3,1,,12,short,3,,7,Who heard the rumor that the politician ignored the recommendation?,isl,22,test,122,
3266,List 3,1,4,9423,,3,,7,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,23,filler,9423,
3266,List 3,2,7,9724,,3,,7,I hate missing work.,,24,filler,9724,
3266,List 3,2,3,9324,,3,,6,Next week appears that the strikers will be back to work.,,25,filler,9324,
3266,List 3,2,,13,long,3,,7,What did the prosecutor hear that the judge overruled?,nonisl,26,test,133,
3266,List 3,2,4,9424,,3,,6,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,27,filler,9424,
3266,List 3,2,2,9214,,3,,2,At your spouse on the phone you shouldn't yell.,,28,filler,9214,
3266,List 3,2,,14,long,3,,4,What did the carpenter hear the rumor that the architect modified?,isl,29,test,144,
3266,List 3,2,7,9714,,3,,6,Tommy attempted to take a picture.,,30,filler,9714,
3266,List 3,2,1,9114,,3,,5,Tommy was punished Tommy.,,31,filler,9114,
3266,List 3,2,4,9414,,3,,6,"If frankly you continue to argue, the boss will fire you.",,32,filler,9414,
3266,List 3,2,,15,short,3,,6,Who heard that the patient contracted the disease?,nonisl,33,test,151,
3266,List 3,2,3,9314,,3,,5,Patricia agreed herself to host the party.,,34,filler,9314,
3266,List 3,2,1,9124,,3,,5,Who is that the jail must release accepted by few citizens?,,35,filler,9124,
3266,List 3,2,,16,short,3,,5,Who heard the rumor that the customer ordered the drink?,isl,36,test,162,
3266,List 3,2,5,9514,,3,,5,They all have studied and they have all done so effectively.,,37,filler,9514,
3266,List 3,3,1,9111,,3,,2,John was kissed John.,,38,filler,9111,
3266,List 3,3,,1,long,3,,3,What did the waiter hear that the chef burned?,nonisl,39,test,13,
3266,List 3,3,5,9511,,3,,4,They all have left and they have all done so deliberately.,,40,filler,9511,
3266,List 3,3,2,9211,,3,,3,To the neighbors about the noise the old man complained.,,41,filler,9211,
3266,List 3,3,7,9711,,3,,6,Kerry attempted to study physics.,,42,filler,9711,
3266,List 3,3,,2,long,3,,3,What did the landlord hear the rumor that the tenant repainted?,isl,43,test,24,
3266,List 3,3,3,9321,,3,,3,Yesterday seemed that John left.,,44,filler,9321,
3266,List 3,3,1,9121,,3,,4,Who was that the principal would fire expected by the reporters?,,45,filler,9121,
3266,List 3,3,,3,short,3,,5,Who heard that the gymnast practiced the routine?,nonisl,46,test,31,
3266,List 3,3,3,9311,,3,,5,John tried himself to win.,,47,filler,9311,
3266,List 3,3,4,9421,,3,,7,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,48,filler,9421,
3266,List 3,3,,4,short,3,,4,Who heard the rumor that the student read the book?,isl,49,test,42,
3266,List 3,3,7,9721,,3,,7,I hate eating sushi.,,50,filler,9721,
3266,List 3,3,4,9411,,3,,7,"If frankly he's unable to cope, we'll have to replace him.",,51,filler,9411,
3266,List 3,4,7,9712,,3,,6,Brittany attempted to touch the porcupine.,,52,filler,9712,
3266,List 3,4,,5,long,3,,4,What did the manager hear that the assistant copied?,nonisl,53,test,53,
3266,List 3,4,5,9512,,3,,6,They all have finished and they have all done so efficiently.,,54,filler,9512,
3266,List 3,4,1,9112,,3,,2,The money was stolen the money.,,55,filler,9112,
3266,List 3,4,3,9312,,3,,6,William planned himself to write a novel.,,56,filler,9312,
3266,List 3,4,,6,long,3,,5,What did the detective hear the rumor that the suspect stole?,isl,57,test,64,
3266,List 3,4,3,9322,,3,,3,Next week seems that Juan will be in town.,,58,filler,9322,
3266,List 3,4,1,9122,,3,,4,What was that the movers would break feared by the family?,,59,filler,9122,
3266,List 3,4,4,9412,,3,,4,"If Kelly might have time, she will do it.",,60,filler,9412,
3266,List 3,4,,7,short,3,,6,Who heard that the police intercepted the shipment?,nonisl,61,test,71,
3266,List 3,4,4,9422,,3,,7,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,62,filler,9422,
3266,List 3,4,2,9212,,3,,2,To the professor about my grade I talked.,,63,filler,9212,
3266,List 3,4,,8,short,3,,7,Who heard the rumor that the reporter plagiarized the article?,isl,64,test,82,
3266,List 3,4,7,9722,,3,,6,I like drinking milkshakes.,,65,filler,9722,
3266,List 3,,,,,,6687b00fea5aa786440b51d1,,,,,,,
3296,List 3,0,7,1007,,3,,7,She was the winner.,,1,practice,1007,
3296,List 3,0,1,1001,,3,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
3296,List 3,0,4,1004,,3,,5,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
3296,List 3,0,6,1006,,3,,6,The children were cared for by the adults and the teenagers.,,4,practice,1006,
3296,List 3,0,2,1002,,3,,1,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
3296,List 3,0,5,1005,,3,,6,All the men seem to have all eaten supper.,,6,practice,1005,
3296,List 3,0,3,1003,,3,,5,They consider a teacher of Chris geeky.,,7,practice,1003,
3296,List 3,0,7,1008,,3,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
3296,List 3,0,1,1009,,3,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
3296,List 3,1,5,9513,,3,,2,They all have helped and they have all done so generously.,,10,filler,9513,
3296,List 3,1,1,9123,,3,,1,Who was that Martians kidnapped believed by no one?,,11,filler,9123,
3296,List 3,1,,9,long,3,,1,What did the soldier hear that the general ordered?,nonisl,12,test,93,
3296,List 3,1,1,9113,,3,,1,The hedges were trimmed the hedges.,,13,filler,9113,
3296,List 3,1,,10,long,3,,2,What did the nurse hear the rumor that the doctor prescribed?,isl,14,test,104,
3296,List 3,1,3,9313,,3,,3,Linda remembered herself to pick-up the dry cleaning.,,15,filler,9313,
3296,List 3,1,4,9413,,3,,5,"If Grace probably passes the class, she will graduate on time.",,16,filler,9413,
3296,List 3,1,7,9713,,3,,7,Vivian attempted to write stories.,,17,filler,9713,
3296,List 3,1,,11,short,3,,7,Who heard that the babysitter washed the bottle?,nonisl,18,test,111,
3296,List 3,1,3,9323,,3,,6,Tomorrow seems that there will be a hurricane.,,19,filler,9323,
3296,List 3,1,2,9213,,3,,2,With the generals about a new approach the President talked.,,20,filler,9213,
3296,List 3,1,7,9723,,3,,7,I like taking vacations.,,21,filler,9723,
3296,List 3,1,,12,short,3,,6,Who heard the rumor that the politician ignored the recommendation?,isl,22,test,122,
3296,List 3,1,4,9423,,3,,5,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,23,filler,9423,
3296,List 3,2,7,9724,,3,,7,I hate missing work.,,24,filler,9724,
3296,List 3,2,3,9324,,3,,5,Next week appears that the strikers will be back to work.,,25,filler,9324,
3296,List 3,2,,13,long,3,,6,What did the prosecutor hear that the judge overruled?,nonisl,26,test,133,
3296,List 3,2,4,9424,,3,,6,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,27,filler,9424,
3296,List 3,2,2,9214,,3,,3,At your spouse on the phone you shouldn't yell.,,28,filler,9214,
3296,List 3,2,,14,long,3,,1,What did the carpenter hear the rumor that the architect modified?,isl,29,test,144,
3296,List 3,2,7,9714,,3,,7,Tommy attempted to take a picture.,,30,filler,9714,
3296,List 3,2,1,9114,,3,,1,Tommy was punished Tommy.,,31,filler,9114,
3296,List 3,2,4,9414,,3,,5,"If frankly you continue to argue, the boss will fire you.",,32,filler,9414,
3296,List 3,2,,15,short,3,,7,Who heard that the patient contracted the disease?,nonisl,33,test,151,
3296,List 3,2,3,9314,,3,,3,Patricia agreed herself to host the party.,,34,filler,9314,
3296,List 3,2,1,9124,,3,,1,Who is that the jail must release accepted by few citizens?,,35,filler,9124,
3296,List 3,2,,16,short,3,,6,Who heard the rumor that the customer ordered the drink?,isl,36,test,162,
3296,List 3,2,5,9514,,3,,6,They all have studied and they have all done so effectively.,,37,filler,9514,
3296,List 3,3,1,9111,,3,,2,John was kissed John.,,38,filler,9111,
3296,List 3,3,,1,long,3,,6,What did the waiter hear that the chef burned?,nonisl,39,test,13,
3296,List 3,3,5,9511,,3,,6,They all have left and they have all done so deliberately.,,40,filler,9511,
3296,List 3,3,2,9211,,3,,5,To the neighbors about the noise the old man complained.,,41,filler,9211,
3296,List 3,3,7,9711,,3,,7,Kerry attempted to study physics.,,42,filler,9711,
3296,List 3,3,,2,long,3,,1,What did the landlord hear the rumor that the tenant repainted?,isl,43,test,24,
3296,List 3,3,3,9321,,3,,4,Yesterday seemed that John left.,,44,filler,9321,
3296,List 3,3,1,9121,,3,,1,Who was that the principal would fire expected by the reporters?,,45,filler,9121,
3296,List 3,3,,3,short,3,,6,Who heard that the gymnast practiced the routine?,nonisl,46,test,31,
3296,List 3,3,3,9311,,3,,3,John tried himself to win.,,47,filler,9311,
3296,List 3,3,4,9421,,3,,3,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,48,filler,9421,
3296,List 3,3,,4,short,3,,7,Who heard the rumor that the student read the book?,isl,49,test,42,
3296,List 3,3,7,9721,,3,,7,I hate eating sushi.,,50,filler,9721,
3296,List 3,3,4,9411,,3,,2,"If frankly he's unable to cope, we'll have to replace him.",,51,filler,9411,
3296,List 3,4,7,9712,,3,,7,Brittany attempted to touch the porcupine.,,52,filler,9712,
3296,List 3,4,,5,long,3,,5,What did the manager hear that the assistant copied?,nonisl,53,test,53,
3296,List 3,4,5,9512,,3,,4,They all have finished and they have all done so efficiently.,,54,filler,9512,
3296,List 3,4,1,9112,,3,,1,The money was stolen the money.,,55,filler,9112,
3296,List 3,4,3,9312,,3,,4,William planned himself to write a novel.,,56,filler,9312,
3296,List 3,4,,6,long,3,,2,What did the detective hear the rumor that the suspect stole?,isl,57,test,64,
3296,List 3,4,3,9322,,3,,5,Next week seems that Juan will be in town.,,58,filler,9322,
3296,List 3,4,1,9122,,3,,2,What was that the movers would break feared by the family?,,59,filler,9122,
3296,List 3,4,4,9412,,3,,5,"If Kelly might have time, she will do it.",,60,filler,9412,
3296,List 3,4,,7,short,3,,6,Who heard that the police intercepted the shipment?,nonisl,61,test,71,
3296,List 3,4,4,9422,,3,,5,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,62,filler,9422,
3296,List 3,4,2,9212,,3,,4,To the professor about my grade I talked.,,63,filler,9212,
3296,List 3,4,,8,short,3,,6,Who heard the rumor that the reporter plagiarized the article?,isl,64,test,82,
3296,List 3,4,7,9722,,3,,7,I like drinking milkshakes.,,65,filler,9722,
3296,List 3,,,,,,5a03d20a7ecfc50001be0a7a,,,,,,,
3385,List 3,0,7,1007,,3,,7,She was the winner.,,1,practice,1007,
3385,List 3,0,1,1001,,3,,2,"Promise to wash, Neal did the car.",,2,practice,1001,
3385,List 3,0,4,1004,,3,,5,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
3385,List 3,0,6,1006,,3,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
3385,List 3,0,2,1002,,3,,3,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
3385,List 3,0,5,1005,,3,,4,All the men seem to have all eaten supper.,,6,practice,1005,
3385,List 3,0,3,1003,,3,,3,They consider a teacher of Chris geeky.,,7,practice,1003,
3385,List 3,0,7,1008,,3,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
3385,List 3,0,1,1009,,3,,2,There might mice seem to be in the cupboard.,,9,practice,1009,
3385,List 3,1,5,9513,,3,,6,They all have helped and they have all done so generously.,,10,filler,9513,
3385,List 3,1,1,9123,,3,,1,Who was that Martians kidnapped believed by no one?,,11,filler,9123,
3385,List 3,1,,9,long,3,,6,What did the soldier hear that the general ordered?,nonisl,12,test,93,
3385,List 3,1,1,9113,,3,,2,The hedges were trimmed the hedges.,,13,filler,9113,
3385,List 3,1,,10,long,3,,3,What did the nurse hear the rumor that the doctor prescribed?,isl,14,test,104,
3385,List 3,1,3,9313,,3,,4,Linda remembered herself to pick-up the dry cleaning.,,15,filler,9313,
